temperature,humidity,rainfall,visibility,wind_speed,road_condition,traffic_density,current_speed,hour_of_day,recommended_speed,road_condition_code,traffic_density_code
1.8,55.3,13.44,1.25,21.2,wet,medium,53.8,0,33.9,1,1
17.7,96.3,0.29,10.0,20.2,dry,high,64.7,3,76.6,0,2
42.2,55.1,4.39,3.41,25.9,wet,medium,51.8,5,38.8,1,1
0.5,75.4,3.24,5.34,24.1,ice,low,60.7,23,30.8,3,0
20.8,40.1,2.53,0.2,11.0,snow,high,49.4,23,22.4,2,2
26.0,82.9,0.23,10.0,22.8,dry,low,25.6,3,91.3,0,0
21.4,26.9,0.02,9.26,23.3,dry,low,48.1,17,80.3,0,0
23.1,46.3,0.05,7.83,0.0,dry,low,59.3,13,81.9,0,0
38.9,46.9,0.09,8.37,12.4,dry,low,25.5,22,84.0,0,0
44.5,82.6,0.0,7.17,17.3,dry,low,61.5,19,84.3,0,0
9.4,80.1,12.0,0.2,9.9,wet,low,20.5,11,36.6,1,0
15.5,64.2,0.0,2.43,10.1,dry,medium,63.0,7,45.8,0,1
36.9,65.0,0.21,10.0,19.9,dry,medium,24.1,14,85.1,0,1
1.5,85.3,3.59,3.2,16.2,snow,medium,73.9,11,30.1,2,1
27.2,77.5,8.72,10.0,18.8,wet,low,65.5,14,82.4,1,0
43.6,93.5,11.45,0.2,20.3,wet,high,42.0,16,31.2,1,2
0.5,50.5,0.02,6.88,26.1,dry,high,46.6,22,64.1,0,2
18.7,33.2,0.58,10.0,29.6,dry,low,38.1,3,91.5,0,0
22.2,90.9,0.0,4.05,1.2,dry,high,96.3,10,53.1,0,2
22.7,47.5,2.6,6.29,20.5,snow,high,28.8,11,38.0,2,2
30.6,60.3,13.62,5.67,24.7,wet,medium,72.5,7,56.0,1,1
33.1,31.2,1.54,5.13,12.2,snow,low,59.8,19,45.4,2,0
-1.3,81.3,0.18,7.27,28.2,dry,medium,31.2,9,72.1,0,1
9.6,84.3,0.0,9.53,1.1,dry,medium,42.5,21,89.2,0,1
42.6,55.1,1.43,7.82,15.1,snow,high,40.5,23,40.8,2,2
4.9,38.1,0.12,4.03,0.0,dry,low,52.8,5,65.4,0,0
3.0,45.6,14.48,5.81,11.7,wet,low,38.7,17,59.8,1,0
28.6,71.4,3.25,7.82,25.5,wet,high,39.8,10,55.8,1,2
36.1,37.3,12.17,2.24,12.9,wet,low,66.6,17,36.3,1,0
12.5,51.1,0.41,10.0,22.2,dry,medium,31.2,0,86.4,0,1
-0.9,32.7,0.0,6.17,0.0,dry,low,58.7,21,76.9,0,0
5.6,30.3,0.0,8.93,35.3,dry,medium,34.5,21,79.7,0,1
38.9,45.8,0.54,9.34,11.2,dry,medium,46.4,1,81.9,0,1
-0.3,47.8,0.0,10.0,15.7,dry,low,71.1,17,88.2,0,0
32.6,53.9,0.0,6.26,10.4,dry,medium,57.7,0,63.0,0,1
-2.0,32.2,5.3,3.98,8.7,wet,medium,37.3,10,48.6,1,1
32.7,88.2,12.57,4.89,22.3,wet,high,41.9,19,42.7,1,2
16.6,85.6,0.07,3.96,0.0,dry,high,88.3,22,48.3,0,2
23.7,66.3,0.84,10.0,15.5,ice,high,60.1,11,35.1,3,2
37.8,60.9,0.57,5.28,15.0,dry,low,55.3,17,69.0,0,0
20.6,56.1,0.0,4.7,0.0,dry,low,64.8,11,67.2,0,0
11.3,27.1,0.0,9.83,8.1,dry,high,56.6,6,73.5,0,2
42.0,96.9,10.37,0.2,19.3,wet,medium,82.0,8,37.5,1,1
-0.8,86.9,14.03,0.9,13.3,wet,high,33.8,11,27.6,1,2
29.9,37.7,0.16,7.3,13.2,dry,low,52.2,2,79.1,0,0
8.7,21.2,3.5,0.42,22.7,wet,medium,63.9,13,36.5,1,1
41.8,83.9,8.73,2.7,28.9,wet,medium,67.6,5,37.0,1,1
29.3,87.3,0.0,8.21,10.5,dry,low,45.2,1,89.8,0,0
11.4,94.8,0.0,9.9,43.0,dry,low,21.7,18,93.0,0,0
-3.0,83.6,0.0,10.0,12.7,dry,medium,45.1,9,85.7,0,1
6.8,42.7,6.65,3.91,20.9,wet,medium,78.4,20,46.9,1,1
30.3,26.5,2.35,4.26,20.5,snow,medium,76.8,9,31.2,2,1
7.9,69.6,0.11,2.44,5.5,dry,medium,91.5,3,40.0,0,1
42.6,21.6,0.0,10.0,11.3,dry,low,69.4,2,89.4,0,0
44.3,88.0,4.64,2.85,11.8,ice,low,50.6,20,22.6,3,0
10.6,52.0,0.67,9.21,17.7,ice,medium,48.9,15,34.0,3,1
28.4,85.0,0.0,8.55,30.6,dry,low,74.2,3,87.6,0,0
10.2,61.5,0.26,8.69,17.4,dry,low,32.5,12,83.7,0,0
5.4,64.8,0.08,9.73,13.6,dry,high,51.6,2,70.2,0,2
19.9,41.1,0.0,7.72,42.4,dry,low,72.3,21,77.3,0,0
25.4,34.2,0.03,2.38,3.5,dry,low,46.8,20,48.7,0,0
30.7,25.5,2.97,0.2,19.2,ice,high,88.3,21,17.1,3,2
29.7,41.9,0.0,4.16,19.0,dry,low,61.4,4,55.8,0,0
4.8,26.1,0.37,5.73,15.6,dry,medium,35.4,10,63.8,0,1
24.1,38.7,0.0,4.83,21.3,dry,medium,27.6,3,64.5,0,1
-1.0,45.9,1.19,7.31,0.0,ice,medium,103.9,11,27.9,3,1
12.9,88.1,0.73,6.57,1.8,dry,medium,50.1,1,70.3,0,1
3.6,94.4,1.12,4.7,21.7,wet,low,55.3,11,55.0,1,0
6.1,35.5,0.0,10.0,18.5,dry,medium,62.9,6,86.1,0,1
20.5,48.4,0.03,7.09,6.6,dry,high,69.1,22,67.9,0,2
17.1,80.3,0.0,5.82,38.8,dry,high,46.8,12,55.9,0,2
28.5,63.8,7.0,6.93,28.4,wet,high,65.3,6,49.3,1,2
43.3,76.3,0.0,4.9,0.0,dry,high,59.7,3,59.1,0,2
14.6,71.8,2.1,5.33,18.3,snow,low,49.9,18,40.4,2,0
17.5,49.6,4.48,6.59,5.9,wet,low,34.3,11,62.8,1,0
3.9,28.1,11.59,1.05,2.5,wet,low,60.1,12,42.2,1,0
29.3,92.4,4.78,4.41,6.6,wet,medium,62.2,11,48.8,1,1
40.8,61.5,5.16,5.9,11.8,wet,medium,55.1,7,55.7,1,1
38.3,45.4,0.0,6.07,21.3,dry,medium,58.9,14,62.6,0,1
19.0,83.9,0.05,10.0,14.8,dry,medium,41.1,21,85.5,0,1
20.2,88.5,0.0,7.55,13.3,dry,low,51.5,0,81.5,0,0
-3.4,75.2,0.17,9.13,23.7,dry,low,69.3,12,89.5,0,0
-1.4,56.1,0.0,8.54,19.2,dry,high,53.5,12,68.7,0,2
15.2,62.9,0.42,4.35,6.8,dry,low,10.0,20,61.0,0,0
25.6,98.9,9.98,1.89,25.3,wet,medium,38.6,18,29.8,1,1
0.2,30.7,0.35,4.45,20.5,snow,high,19.7,3,32.0,2,2
21.0,29.4,4.42,0.67,33.5,snow,low,70.5,16,20.5,2,0
32.6,35.2,1.39,6.07,20.5,wet,medium,38.8,4,53.2,1,1
23.4,34.8,0.0,10.0,5.0,dry,low,69.9,6,94.6,0,0
5.9,89.8,0.31,5.7,18.5,dry,low,53.6,16,66.8,0,0
33.6,25.4,0.09,7.56,49.5,dry,medium,47.4,15,77.0,0,1
30.9,41.1,0.0,6.81,29.5,dry,medium,62.5,15,66.6,0,1
21.5,87.7,0.32,9.37,1.7,dry,low,65.7,12,88.3,0,0
35.8,74.9,2.56,4.51,25.6,snow,low,67.1,22,37.9,2,0
35.3,89.0,1.06,9.23,18.4,ice,medium,39.3,22,39.2,3,1
25.8,30.4,0.12,9.2,11.3,dry,low,40.4,20,96.4,0,0
-1.7,26.0,9.05,0.47,17.8,wet,low,14.2,4,39.4,1,0
30.7,99.8,5.58,2.23,15.1,wet,medium,72.8,10,39.0,1,1
21.0,83.8,1.29,7.64,28.8,ice,medium,64.5,10,36.9,3,1
22.5,69.5,0.0,5.93,19.2,dry,high,62.9,22,63.3,0,2
0.1,95.2,0.34,10.0,27.3,snow,high,59.1,16,45.7,2,2
1.4,30.0,0.0,5.45,4.5,dry,high,40.0,1,57.2,0,2
36.6,34.6,0.34,7.2,10.7,snow,medium,18.3,11,42.6,2,1
32.1,39.4,0.0,8.88,26.2,dry,medium,45.7,21,82.0,0,1
16.6,42.7,2.22,2.45,2.3,wet,low,62.9,22,45.0,1,0
-3.7,61.8,0.0,5.12,29.1,dry,high,10.0,14,54.9,0,2
31.0,66.6,0.0,7.61,19.1,dry,low,23.5,5,78.2,0,0
2.9,82.3,0.0,10.0,13.1,dry,medium,46.1,15,89.5,0,1
13.8,90.0,2.87,9.28,18.4,wet,high,61.5,17,59.8,1,2
-4.3,20.2,7.9,4.84,9.6,wet,medium,36.0,17,59.1,1,1
4.3,31.0,3.93,1.67,25.5,wet,low,66.4,19,32.6,1,0
36.4,38.9,4.8,0.44,16.5,wet,medium,45.6,21,35.6,1,1
17.9,50.5,2.45,1.32,18.6,snow,low,10.0,3,29.6,2,0
11.7,31.9,8.97,0.2,7.5,wet,medium,71.9,20,35.0,1,1
3.7,32.1,0.0,6.21,0.0,dry,high,64.0,21,60.3,0,2
19.8,72.4,8.28,8.31,23.8,wet,low,10.9,5,64.9,1,0
7.1,89.2,4.56,4.42,8.1,wet,medium,47.4,18,47.1,1,1
0.4,41.7,1.79,4.77,5.8,snow,high,31.8,6,33.1,2,2
25.9,56.8,0.0,6.6,8.1,dry,medium,53.4,20,74.5,0,1
38.9,29.8,2.16,2.59,22.5,wet,medium,40.0,4,35.3,1,1
15.7,81.9,0.41,10.0,22.7,dry,low,41.1,1,89.0,0,0
10.9,72.3,7.48,2.84,0.0,wet,medium,65.6,17,40.1,1,1
-3.5,99.2,0.0,5.11,18.3,dry,low,54.3,16,63.2,0,0
29.2,20.1,0.42,8.02,7.3,dry,low,50.1,23,80.6,0,0
44.5,39.4,0.0,6.27,17.1,dry,medium,53.9,13,71.1,0,1
10.2,90.1,2.86,10.0,6.8,wet,medium,61.0,15,70.1,1,1
-1.2,74.2,0.08,6.45,22.6,dry,medium,59.3,16,68.0,0,1
39.2,38.8,2.48,0.2,19.3,snow,medium,48.6,16,31.4,2,1
11.6,51.8,0.0,6.56,0.0,dry,low,45.0,8,73.1,0,0
0.3,97.9,4.32,5.25,4.9,snow,low,36.7,15,43.9,2,0
22.5,55.7,0.03,10.0,23.1,dry,low,49.2,18,86.7,0,0
11.5,35.6,4.34,3.22,25.4,wet,high,31.3,15,34.0,1,2
12.0,75.2,3.05,8.38,0.0,wet,low,62.3,2,69.9,1,0
40.9,37.2,0.08,2.44,5.3,dry,high,66.3,0,38.3,0,2
38.5,90.6,0.0,10.0,8.2,dry,medium,62.2,6,92.3,0,1
15.4,84.9,0.0,9.93,7.7,dry,medium,61.4,16,86.1,0,1
0.6,30.6,1.62,9.34,14.0,wet,low,61.2,8,76.2,1,0
18.6,39.6,3.64,5.28,11.5,snow,medium,71.0,17,38.9,2,1
33.8,98.2,0.45,2.88,10.4,dry,medium,85.9,20,47.2,0,1
34.7,39.7,0.26,6.92,18.3,dry,low,78.6,7,82.8,0,0
2.4,55.7,8.37,3.57,4.4,wet,medium,32.2,18,42.1,1,1
15.5,45.3,0.0,10.0,0.0,dry,medium,34.9,1,96.4,0,1
1.6,71.1,3.54,8.52,18.9,wet,low,70.7,8,68.8,1,0
38.4,28.9,0.0,8.94,3.0,dry,medium,10.0,6,79.9,0,1
44.5,25.2,0.26,7.94,14.6,dry,medium,53.8,11,74.4,0,1
23.5,37.1,0.13,6.66,16.5,dry,medium,53.3,22,67.4,0,1
16.5,26.6,0.0,9.7,8.1,dry,low,72.7,15,96.9,0,0
10.9,80.0,0.68,6.66,20.6,ice,high,58.0,23,27.1,3,2
4.1,35.0,2.4,7.84,16.0,ice,low,42.6,13,33.7,3,0
31.5,52.7,0.0,10.0,17.9,dry,high,60.3,10,72.6,0,2
16.4,21.3,0.32,8.02,22.9,dry,high,18.7,21,67.2,0,2
15.6,52.2,3.09,4.66,19.3,wet,medium,43.8,13,51.6,1,1
32.0,46.6,0.0,8.86,16.5,dry,medium,36.9,19,80.6,0,1
16.5,51.6,0.0,8.97,11.7,dry,low,51.9,2,88.0,0,0
35.3,30.0,0.0,10.0,23.1,dry,medium,49.6,16,84.4,0,1
8.6,82.0,0.23,4.31,4.5,dry,high,20.0,15,52.9,0,2
7.2,75.7,8.97,3.5,23.5,wet,medium,44.1,19,42.1,1,1
24.8,68.2,0.11,5.03,25.6,dry,low,25.0,5,69.7,0,0
6.3,42.4,0.2,7.29,22.2,dry,high,28.9,4,63.2,0,2
19.9,43.1,0.9,8.2,0.0,snow,medium,28.6,11,49.0,2,1
5.8,29.6,0.22,7.71,26.4,dry,medium,62.0,20,76.5,0,1
14.5,32.9,1.38,7.96,24.7,ice,medium,45.8,7,28.7,3,1
9.3,80.6,0.02,6.84,14.8,dry,medium,58.5,11,64.1,0,1
4.4,88.7,1.27,5.98,29.7,wet,medium,43.3,15,56.0,1,1
27.8,75.3,3.8,0.2,0.0,wet,medium,38.8,21,31.7,1,1
13.0,77.2,0.79,8.56,5.0,snow,low,24.3,23,50.3,2,0
10.9,22.5,0.0,8.07,11.8,dry,low,95.7,4,79.0,0,0
5.4,85.0,0.0,7.33,0.0,dry,medium,66.9,7,77.5,0,1
26.7,35.2,0.0,10.0,16.0,dry,low,58.6,8,89.0,0,0
3.4,57.7,5.62,4.57,4.0,wet,low,44.2,20,54.1,1,0
17.0,81.9,0.07,10.0,13.3,dry,low,66.2,4,89.1,0,0
9.6,60.5,7.56,6.77,18.1,wet,low,46.1,5,57.0,1,0
26.8,68.7,2.17,5.36,5.4,snow,medium,53.1,12,36.8,2,1
25.7,35.9,0.03,2.81,14.5,dry,medium,60.6,0,48.6,0,1
14.9,39.7,0.0,10.0,27.0,dry,low,84.9,23,94.4,0,0
1.0,85.3,0.0,6.0,17.6,dry,medium,21.6,3,68.4,0,1
10.1,31.6,0.0,7.52,33.9,dry,low,62.1,0,78.6,0,0
17.6,60.5,0.0,10.0,35.7,dry,low,56.6,8,84.4,0,0
24.1,53.3,1.25,6.54,8.5,wet,low,46.8,12,59.9,1,0
32.9,47.5,0.3,0.2,10.5,dry,medium,42.6,18,43.8,0,1
23.2,43.6,0.11,2.87,34.0,snow,high,63.4,5,25.2,2,2
3.6,69.0,0.0,6.31,8.2,dry,high,63.6,10,63.7,0,2
20.3,69.8,4.95,2.1,8.0,wet,low,59.7,19,34.4,1,0
43.8,44.0,0.23,4.19,0.9,dry,high,88.5,13,50.9,0,2
37.1,69.7,0.27,5.67,25.9,dry,low,34.1,6,67.6,0,0
8.8,72.7,0.0,10.0,23.2,dry,high,80.0,7,73.9,0,2
17.8,44.1,0.0,4.63,15.1,dry,medium,62.5,20,53.1,0,1
1.2,46.5,0.0,7.99,25.2,dry,medium,63.4,9,75.9,0,1
-4.8,60.3,0.0,6.83,15.7,dry,low,34.0,14,79.4,0,0
21.5,91.6,2.86,5.67,8.2,snow,low,79.4,0,42.1,2,0
17.2,47.6,3.77,4.25,15.7,snow,high,41.3,16,27.0,2,2
-2.4,94.4,0.39,5.07,7.7,dry,low,26.3,4,73.4,0,0
17.4,50.0,0.19,7.24,25.8,snow,medium,36.1,11,40.9,2,1
17.1,31.0,0.01,5.55,23.9,dry,medium,47.4,2,62.3,0,1
30.6,70.2,0.24,10.0,20.9,dry,medium,51.0,15,83.0,0,1
18.0,72.2,0.0,6.47,29.8,dry,low,64.6,13,77.1,0,0
35.2,80.1,0.0,3.9,9.6,dry,low,63.3,19,60.2,0,0
39.3,49.5,1.22,10.0,0.0,wet,low,57.3,10,84.1,1,0
36.3,88.8,1.91,8.14,28.5,ice,high,37.5,22,26.7,3,2
44.3,50.3,1.0,10.0,16.8,ice,low,36.9,17,38.2,3,0
17.4,89.0,10.19,2.72,10.7,wet,low,96.2,6,40.1,1,0
25.7,78.1,0.0,7.76,14.4,dry,medium,114.9,23,72.6,0,1
7.5,47.8,0.03,4.87,16.1,dry,medium,61.6,12,61.6,0,1
26.7,89.1,0.0,7.34,17.5,dry,low,45.4,0,76.7,0,0
33.3,79.4,0.0,6.82,1.6,dry,low,69.8,6,77.1,0,0
12.0,23.4,4.34,5.65,21.0,snow,low,73.5,18,36.5,2,0
5.2,93.1,11.42,2.17,18.7,wet,medium,72.4,18,30.7,1,1
36.0,71.6,0.0,9.01,7.6,dry,low,51.3,21,92.2,0,0
36.4,45.3,0.04,10.0,25.5,dry,medium,37.5,1,84.1,0,1
36.5,37.5,10.6,4.46,2.6,wet,low,25.3,15,53.5,1,0
17.8,94.4,0.0,7.69,0.0,dry,low,69.8,0,81.6,0,0
29.4,23.3,0.0,2.46,16.2,dry,low,45.6,11,45.2,0,0
3.2,38.1,12.36,3.9,18.8,wet,low,39.7,16,50.7,1,0
43.0,31.8,0.73,8.31,29.6,dry,low,40.2,7,82.7,0,0
42.5,85.4,4.64,6.57,30.1,ice,medium,57.7,0,28.4,3,1
36.5,36.3,14.19,2.47,14.7,wet,low,76.5,10,41.0,1,0
8.5,86.1,5.6,1.04,6.6,wet,high,87.6,1,37.7,1,2
21.5,34.3,0.12,8.91,31.9,dry,high,77.0,0,65.9,0,2
-2.2,84.8,0.06,8.6,16.2,dry,medium,53.4,16,77.6,0,1
29.1,30.3,1.05,8.89,24.9,ice,low,38.5,2,37.4,3,0
39.2,93.0,0.0,6.5,16.4,dry,low,48.5,15,75.8,0,0
38.0,40.0,0.53,10.0,18.1,dry,low,53.7,17,90.9,0,0
26.3,90.0,0.42,7.05,12.5,dry,low,79.5,20,76.6,0,0
11.4,28.8,0.0,7.21,5.7,dry,medium,49.6,18,79.0,0,1
16.5,73.9,0.09,9.86,19.4,dry,low,66.7,3,95.4,0,0
20.9,47.7,0.0,8.01,17.4,dry,high,78.1,4,62.3,0,2
22.5,67.9,0.39,6.39,24.3,dry,high,22.1,1,61.0,0,2
-1.8,48.0,0.0,7.46,14.6,dry,low,69.3,23,78.7,0,0
41.5,49.1,1.97,8.95,4.1,wet,low,36.2,18,72.5,1,0
2.4,21.5,0.0,4.01,22.3,dry,high,53.9,5,50.5,0,2
32.6,75.9,6.08,2.4,6.3,wet,high,34.4,17,29.5,1,2
25.7,54.1,0.27,9.67,13.4,dry,medium,33.7,17,84.4,0,1
23.7,58.0,2.66,5.77,12.0,snow,medium,64.5,10,39.1,2,1
16.5,76.7,0.27,5.04,21.7,dry,medium,44.3,21,60.4,0,1
36.8,68.4,0.0,5.04,7.8,dry,medium,10.0,13,61.2,0,1
33.4,24.7,4.9,5.17,7.3,wet,medium,45.1,15,45.3,1,1
8.1,76.9,0.0,4.32,16.7,dry,medium,63.0,2,56.4,0,1
24.0,26.5,6.8,1.79,15.7,wet,low,83.5,19,41.0,1,0
5.1,92.9,0.25,7.52,0.9,dry,low,59.3,17,82.2,0,0
29.8,40.6,0.05,9.07,3.5,dry,low,37.1,10,84.0,0,0
20.8,92.3,0.18,4.39,14.3,dry,medium,89.3,9,60.0,0,1
16.0,21.2,0.17,6.1,13.3,dry,medium,58.3,8,68.1,0,1
37.8,80.0,0.12,10.0,19.5,dry,medium,39.5,16,86.8,0,1
32.9,62.9,0.26,6.97,0.0,dry,low,67.4,20,83.2,0,0
44.2,74.9,2.01,4.16,19.9,wet,medium,33.9,5,43.9,1,1
-1.6,91.1,12.11,3.2,16.7,wet,low,73.7,23,44.8,1,0
39.3,74.5,0.09,7.0,31.9,dry,low,67.7,21,77.1,0,0
27.0,83.0,0.07,9.41,24.2,dry,medium,41.2,14,80.0,0,1
-3.2,50.6,3.8,3.09,19.7,ice,high,58.8,7,19.9,3,2
-1.0,92.9,0.0,10.0,34.2,dry,low,15.1,14,95.3,0,0
38.8,39.4,8.14,6.45,18.6,wet,high,46.8,16,44.2,1,2
44.7,57.2,0.0,5.46,0.0,dry,high,55.9,16,58.2,0,2
36.0,75.3,0.66,2.15,11.7,snow,medium,58.4,2,27.6,2,1
15.7,68.4,11.52,3.95,13.1,wet,low,42.1,15,50.3,1,0
32.7,61.1,0.37,6.48,0.0,snow,low,59.6,11,49.7,2,0
15.5,75.7,0.0,2.8,30.3,dry,low,82.4,12,49.8,0,0
21.3,83.3,10.23,4.98,37.0,wet,low,47.1,8,51.3,1,0
18.7,35.9,1.88,5.02,17.3,snow,medium,75.3,15,38.4,2,1
6.0,28.0,3.93,10.0,0.0,snow,high,54.8,2,45.8,2,2
20.7,64.4,1.26,10.0,16.5,snow,medium,58.9,0,47.4,2,1
36.3,77.2,2.36,7.11,15.4,wet,low,17.8,13,66.5,1,0
25.4,34.1,0.34,9.75,21.5,dry,medium,65.4,6,86.5,0,1
-2.9,40.8,0.79,8.97,26.2,ice,medium,37.6,2,35.3,3,1
33.9,29.3,4.2,4.7,9.0,snow,low,93.5,23,38.5,2,0
18.2,90.5,0.04,10.0,20.9,dry,medium,77.2,18,92.7,0,1
8.2,67.6,0.0,7.17,0.0,dry,low,31.3,3,79.4,0,0
10.1,64.9,0.0,10.0,26.3,dry,medium,46.1,15,87.6,0,1
7.5,41.4,0.06,5.67,19.1,dry,low,45.6,21,65.5,0,0
2.4,85.3,1.04,7.55,9.4,wet,medium,92.8,12,64.0,1,1
17.9,23.6,0.08,7.19,19.4,dry,medium,61.8,16,71.2,0,1
2.8,59.8,0.15,10.0,40.3,dry,low,44.2,1,87.4,0,0
-2.7,62.8,14.93,5.78,7.3,wet,low,54.3,18,55.3,1,0
20.0,63.1,0.43,10.0,24.6,dry,medium,66.4,16,84.4,0,1
0.4,75.0,4.82,2.18,22.8,ice,medium,54.6,8,21.8,3,1
35.9,56.4,0.59,6.6,19.8,snow,high,22.0,12,36.2,2,2
37.9,80.8,3.52,3.53,15.2,snow,medium,29.4,1,34.6,2,1
32.2,95.9,0.34,6.91,14.5,dry,high,70.7,15,67.2,0,2
41.2,33.9,0.25,10.0,35.0,dry,low,78.7,21,90.8,0,0
6.0,54.1,2.27,3.15,11.7,snow,low,43.9,19,31.8,2,0
8.3,60.2,0.0,10.0,28.7,dry,low,87.5,23,91.6,0,0
23.5,84.7,0.02,8.41,19.5,dry,low,50.2,6,90.0,0,0
6.3,43.1,0.68,10.0,20.9,snow,medium,58.4,3,53.7,2,1
26.3,48.6,0.34,4.64,22.6,snow,medium,67.2,4,29.8,2,1
19.6,39.3,0.0,10.0,6.1,dry,high,76.0,0,86.0,0,2
13.7,25.2,8.29,2.38,16.3,wet,high,70.6,12,26.8,1,2
43.3,98.4,0.65,10.0,27.2,snow,medium,39.0,13,51.3,2,1
15.6,81.0,0.0,7.85,28.0,dry,high,47.1,11,63.4,0,2
-1.7,45.4,4.05,2.77,22.0,wet,low,10.0,0,41.9,1,0
8.2,46.3,4.08,5.77,17.4,wet,medium,35.7,20,49.5,1,1
27.0,69.0,0.07,7.84,23.6,dry,low,67.1,4,72.4,0,0
12.9,42.6,2.11,0.2,22.0,snow,medium,55.9,12,23.4,2,1
12.1,65.6,13.43,2.71,0.0,wet,medium,52.1,1,39.9,1,1
14.6,54.2,2.13,0.2,18.5,ice,medium,83.8,14,19.7,3,1
35.6,72.8,0.0,10.0,36.3,dry,medium,53.8,8,79.6,0,1
1.8,35.6,7.55,5.49,13.4,wet,high,47.0,11,42.7,1,2
19.9,64.7,0.93,6.39,4.5,ice,medium,50.3,18,33.6,3,1
-3.4,80.0,0.03,9.5,31.4,dry,high,67.9,6,73.5,0,2
17.2,37.3,0.24,8.87,15.8,dry,medium,10.0,3,87.0,0,1
16.7,92.6,0.0,9.09,4.0,dry,medium,27.5,10,85.9,0,1
23.3,71.2,3.07,1.99,9.8,wet,high,64.3,8,34.5,1,2
25.8,50.3,4.17,0.87,9.4,ice,high,61.1,7,17.0,3,2
19.1,39.6,13.33,2.36,16.5,wet,low,41.0,8,39.9,1,0
35.1,23.0,0.14,10.0,25.0,snow,low,49.7,14,55.2,2,0
27.8,80.0,1.36,7.37,13.6,wet,low,58.4,14,69.2,1,0
20.2,97.5,1.67,7.59,29.5,snow,medium,62.1,21,50.6,2,1
35.2,71.5,0.0,1.82,27.9,dry,medium,42.2,22,39.6,0,1
37.4,48.0,0.0,6.94,4.7,dry,medium,60.7,0,71.0,0,1
30.3,59.1,0.2,0.2,14.3,dry,medium,96.7,22,47.0,0,1
37.3,66.3,6.34,0.7,15.3,wet,low,33.3,11,38.7,1,0
2.5,77.1,0.0,8.69,15.7,dry,low,89.3,11,86.1,0,0
31.4,59.6,10.49,2.34,10.4,wet,high,72.0,2,33.1,1,2
42.1,60.6,0.45,5.51,16.5,dry,low,51.1,18,68.8,0,0
16.6,36.5,2.77,1.12,27.1,snow,low,59.2,7,30.2,2,0
9.6,57.0,0.0,10.0,11.8,dry,high,55.4,16,77.9,0,2
1.4,98.1,1.01,7.62,15.1,snow,low,53.0,23,55.3,2,0
2.8,64.5,12.3,1.41,26.4,wet,medium,54.3,7,33.5,1,1
43.1,36.7,0.0,10.0,17.4,dry,medium,69.4,9,88.6,0,1
17.5,36.2,0.0,4.66,5.2,dry,low,43.7,18,66.2,0,0
-3.9,29.2,6.23,6.39,14.2,wet,low,62.5,22,55.8,1,0
14.4,60.6,1.57,10.0,24.7,snow,medium,11.9,9,53.4,2,1
6.3,32.2,3.45,6.7,5.4,snow,high,37.8,8,36.7,2,2
28.4,79.7,0.0,4.25,16.1,dry,low,74.6,18,59.0,0,0
8.3,64.5,12.9,9.29,0.0,wet,medium,80.3,19,66.2,1,1
-2.7,83.2,6.64,8.28,34.5,wet,low,53.8,9,66.9,1,0
43.7,91.1,1.27,6.49,17.8,snow,medium,52.6,6,40.9,2,1
37.4,21.0,2.21,0.2,0.0,snow,low,18.3,23,30.4,2,0
38.9,81.8,0.0,9.87,7.0,dry,medium,78.8,16,87.7,0,1
32.6,32.0,0.0,10.0,9.2,dry,low,86.1,14,93.6,0,0
-2.8,37.6,1.71,10.0,12.4,ice,medium,44.5,0,36.4,3,1
-2.5,55.9,0.86,10.0,10.5,ice,medium,57.5,12,35.5,3,1
41.1,61.4,1.29,6.83,6.1,snow,low,31.6,1,49.5,2,0
37.0,26.3,0.8,7.79,1.0,snow,low,62.7,13,51.6,2,0
12.6,29.5,0.0,10.0,25.8,dry,medium,55.5,17,80.2,0,1
21.6,71.6,3.03,1.05,32.6,snow,medium,56.5,13,22.6,2,1
25.1,79.9,0.89,10.0,14.0,ice,high,67.8,13,24.6,3,2
29.6,54.8,0.0,10.0,12.4,dry,low,36.9,0,94.3,0,0
8.6,32.8,0.27,10.0,22.8,dry,low,67.2,2,92.5,0,0
20.5,28.9,14.79,2.98,10.5,wet,low,84.3,5,44.9,1,0
8.7,20.2,0.0,8.39,17.7,dry,high,73.1,23,72.4,0,2
-2.0,90.5,8.9,5.02,16.5,wet,medium,106.9,15,54.7,1,1
-3.8,85.5,3.49,0.38,14.5,wet,low,44.1,2,38.0,1,0
28.0,99.1,3.35,1.32,14.3,snow,low,54.4,2,26.3,2,0
16.2,46.6,4.42,3.35,0.0,ice,medium,72.4,22,23.5,3,1
37.2,49.4,0.23,8.49,24.7,dry,low,43.8,6,84.8,0,0
-3.2,56.6,0.12,7.59,0.0,dry,high,32.1,0,64.5,0,2
22.9,58.0,2.26,4.83,17.1,ice,high,77.0,19,25.3,3,2
1.2,77.7,0.0,10.0,30.7,dry,low,83.2,11,87.3,0,0
21.6,68.5,0.19,10.0,25.5,dry,low,46.3,23,91.4,0,0
32.0,87.2,9.57,0.2,12.4,wet,high,41.8,0,31.5,1,2
-3.3,42.0,0.0,2.78,19.6,dry,low,46.0,9,52.5,0,0
43.9,21.2,9.15,0.88,27.5,wet,low,32.0,6,36.4,1,0
-0.1,68.9,0.15,2.15,10.5,dry,low,58.2,14,48.2,0,0
